Accession,Organism_Name,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
JF834641,Usutu virus,set:JF834641,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m20/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,26/08/2010,,
JF834642,Usutu virus,set:JF834642,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m21/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Culex pipiens,,26/08/2010,,
JF834643,Usutu virus,set:JF834643,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m22/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Culex pipiens,,26/08/2010,,
JF834644,Usutu virus,set:JF834644,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m23/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,30/08/2010,,
JF834645,Usutu virus,set:JF834645,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m24/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,30/08/2010,,
JF834646,Usutu virus,set:JF834646,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m25/2010,Orthoflavivirus usutuense,419,partial,Modena,Italy,,Culex pipiens,,30/08/2010,,
JF834647,Usutu virus,set:JF834647,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m3/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,30/08/2010,,
JF834648,Usutu virus,set:JF834648,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m26/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,02/09/2010,,
JF834649,Usutu virus,set:JF834649,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m27/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,02/09/2010,,
JF834650,Usutu virus,set:JF834650,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m28/2010,Orthoflavivirus usutuense,408,partial,Modena,Italy,,Culex pipiens,,07/09/2010,,
JF834651,Usutu virus,set:JF834651,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m29/2010,Orthoflavivirus usutuense,400,partial,Modena,Italy,,Culex pipiens,,07/09/2010,,
JF834652,Usutu virus,set:JF834652,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m30/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Culex pipiens,,07/09/2010,,
JF834653,Usutu virus,set:JF834653,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m31/2010,Orthoflavivirus usutuense,425,partial,Modena,Italy,,Aedes albopictus,,09/09/2010,,
JF834654,Usutu virus,set:JF834654,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m32/2010,Orthoflavivirus usutuense,425,partial,Modena,Italy,,Culex pipiens,,09/09/2010,,
JF834655,Usutu virus,set:JF834655,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m33/2010,Orthoflavivirus usutuense,416,partial,Modena,Italy,,Culex pipiens,,09/09/2010,,
JF834656,Usutu virus,set:JF834656,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m34/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Culex pipiens,,23/09/2010,,
JF834657,Usutu virus,set:JF834657,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-b2/2010,Orthoflavivirus usutuense,422,partial,Modena,Italy,,Streptopelia decaocto,,28/09/2010,,
JF834658,Usutu virus,set:JF834658,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-b3/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Caprimulgus europaeus,,12/06/2010,,
JF834659,Usutu virus,set:JF834659,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-b4/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Asio otus,,02/07/2010,,
JF834660,Usutu virus,set:JF834660,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-b5/2010,Orthoflavivirus usutuense,411,partial,Modena,Italy,,Alectoris rufa,,21/08/2010,,
JF834661,Usutu virus,set:JF834661,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-b6/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Turdus merula,,21/08/2010,,
JF834662,Usutu virus,set:JF834662,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RN-b1/2010,Orthoflavivirus usutuense,399,partial,Rimini,Italy,,Garrulus glandarius,,28/10/2010,,
JF834663,Usutu virus,set:JF834663,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-PR-m1/2010,Orthoflavivirus usutuense,429,partial,Parma,Italy,,Culex pipiens,,18/08/2010,,
JF834664,Usutu virus,set:JF834664,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RA-m6/2010,Orthoflavivirus usutuense,426,partial,Ravenna,Italy,,Culex pipiens,,16/09/2010,,
JF834665,Usutu virus,set:JF834665,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RA-m1/2010,Orthoflavivirus usutuense,427,partial,Ravenna,Italy,,Culex pipiens,,12/08/2010,,
JF834666,Usutu virus,set:JF834666,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RA-m2/2010,Orthoflavivirus usutuense,427,partial,Ravenna,Italy,,Culex pipiens,,12/08/2010,,
JF834667,Usutu virus,set:JF834667,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RA-m3/2010,Orthoflavivirus usutuense,427,partial,Ravenna,Italy,,Culex pipiens,,12/08/2010,,
JF834668,Usutu virus,set:JF834668,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RA-m4/2010,Orthoflavivirus usutuense,384,partial,Ravenna,Italy,,Culex pipiens,,12/08/2010,,
JF834669,Usutu virus,set:JF834669,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RA-b1/2010,Orthoflavivirus usutuense,426,partial,Ravenna,Italy,,Asio otus,,03/07/2010,,
JF834670,Usutu virus,set:JF834670,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m7/2010,Orthoflavivirus usutuense,429,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834671,Usutu virus,set:JF834671,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m6/2010,Orthoflavivirus usutuense,426,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834672,Usutu virus,set:JF834672,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m12/2010,Orthoflavivirus usutuense,424,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834673,Usutu virus,set:JF834673,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m4/2010,Orthoflavivirus usutuense,426,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834674,Usutu virus,set:JF834674,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m5/2010,Orthoflavivirus usutuense,427,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834675,Usutu virus,set:JF834675,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m8/2010,Orthoflavivirus usutuense,427,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834676,Usutu virus,set:JF834676,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m9/2010,Orthoflavivirus usutuense,427,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834677,Usutu virus,set:JF834677,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m10/2010,Orthoflavivirus usutuense,427,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834678,Usutu virus,set:JF834678,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m11/2010,Orthoflavivirus usutuense,427,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,10/08/2010,,
JF834679,Usutu virus,set:JF834679,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m13/2010,Orthoflavivirus usutuense,403,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,07/09/2010,,
JF834680,Usutu virus,set:JF834680,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m2/2010,Orthoflavivirus usutuense,402,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,27/07/2010,,
JF834681,Usutu virus,set:JF834681,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-RE-m3/2010,Orthoflavivirus usutuense,401,partial,Reggio nell’Emilia,Italy,,Culex pipiens,,27/07/2010,,
