"","accession","isolate","collection.date.formatted","collection.date.decimal","iso.country.code","iso.country","iso.subdivision.code","iso.subdivision.name","genotype","host.class","host.order","host.genus","host.species","isolation.source","seq.length","full.length","seq.technology","title","pubmed.id_1","citation_1","region","moltype","pubmed.id_2","pubmed.id_3","pubmed.id_4","pubmed.id_5","pubmed.id_6","citation_2","citation_3","citation_4","citation_5","citation_6","notes","genbank.createdate","is.europe","segment","flags"
"987","KX257047",NA,2012-01-01,2012,"IT","Italy","45","Emilia-Romagna",NA,"Aves","Passeriformes","Sturnus","vulgaris","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain FE_12_Sv NS5 protein gene, partial cds",NA,"Unpublished","Ferrara","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"988","KX257046",NA,2011-01-01,2011,"IT","Italy","57","Marche",NA,"Insecta","Diptera","Culex","pipiens","insect pool",450,"partial","Sanger dideoxy sequencing","Usutu virus strain AN_11_Cp NS5 protein gene, partial cds",NA,"Unpublished","Ancona","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"989","KX257045",NA,2011-01-01,2011,"IT","Italy","45","Emilia-Romagna",NA,"Aves","Passeriformes","Garrulus","glandarius","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO_11_Gg NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"990","KX257044",NA,2011-01-01,2011,"IT","Italy","45","Emilia-Romagna",NA,NA,"Galliformes","Phasianus","colchicus","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain FE_11_Pc NS5 protein gene, partial cds",NA,"Unpublished","Ferrara","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"991","KX257043",NA,2010-01-01,2010,"IT","Italy","57","Marche",NA,"Aves","Passeriformes","Turdus","merula","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain AN3_10_Tm NS5 protein gene, partial cds",NA,"Unpublished","Ancona","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"992","KX257042",NA,2010-01-01,2010,"IT","Italy","57","Marche",NA,"Aves","Passeriformes","Turdus","merula","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain AN2_10_Tm NS5 protein gene, partial cds",NA,"Unpublished","Ancona","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"993","KX257041",NA,2010-01-01,2010,"IT","Italy","57","Marche",NA,"Aves","Passeriformes","Turdus","merula","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain AN1_10_Tm NS5 protein gene, partial cds",NA,"Unpublished","Ancona","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"994","KX257040",NA,2010-01-01,2010,"IT","Italy","57","Marche",NA,"Aves","Passeriformes","Turdus","merula","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain PU_10_Tm NS5 protein gene, partial cds",NA,"Unpublished","Pesaro/Urbino","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"995","KX257039",NA,2010-01-01,2010,"IT","Italy","57","Marche",NA,"Aves","Passeriformes","Turdus","merula","internal organs",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MC_10_Tm NS5 protein gene, partial cds",NA,"Unpublished","Macerata","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"996","KX257038",NA,2009-01-01,2009,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","serum",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO2_09_Hu_serum NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"997","KX257037",NA,2009-01-01,2009,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","serum",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO1_09_Hu_serum NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"998","KX257036",NA,2008-01-01,2008,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO8_08_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"999","KX257035",NA,2009-01-01,2009,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO7_09_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"1000","KX257034",NA,2008-01-01,2008,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO6_08_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"1001","KX257033",NA,2008-01-01,2008,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO5_08_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"1002","KX257032",NA,2008-01-01,2008,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO4_08_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"1003","KX257031",NA,2008-01-01,2008,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO3_08_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"1004","KX257030",NA,2008-01-01,2008,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO2_08_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"1005","KX257029",NA,2008-01-01,2008,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens","cerebrospinal fluid",450,"partial","Sanger dideoxy sequencing","Usutu virus strain MO1_08_Hu_CSF NS5 protein gene, partial cds",NA,"Unpublished","Modena","rna",NA,NA,NA,NA,NA,"Submitted (18-MAY-2016) Virology Unit, Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Campo Boario, Teramo, IT 64100, Italy",NA,NA,NA,NA,NA,2016-11-15,"European","NS5","collection.date_resolution"
"1006","JF826448","Usu973",2009-01-01,2009,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens",NA,788,"partial",NA,"Usutu virus isolate Usu973 envelope protein gene, partial cds",NA,"Submitted (21-APR-2011) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald-Insel Riems 17493, Germany","Bologna","rna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-10-05,"European","envelope","collection.date_resolution"
"1007","JF826447","Usu425",2009-01-01,2009,"IT","Italy","45","Emilia-Romagna",NA,"Mammalia","Primates","Homo","sapiens",NA,425,"partial",NA,"Usutu virus isolate Usu425 envelope protein gene, partial cds",NA,"Submitted (21-APR-2011) Institute for Novel and Emerging Infectious Diseases, Friedrich-Loeffler-Institut, Suedufer 10, Greifswald-Insel Riems 17493, Germany","Bologna","rna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-10-05,"European","envelope","collection.date_resolution"
"1008","JF330418",NA,2010-08-01,2010.58082191781,"DE","Germany",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,1329,"partial",NA,"Usutu virus strain 1477 polyprotein gene, partial cds",21896821,"Am. J. Trop. Med. Hyg. 85 (3), 551-553 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (15-FEB-2011) Department of Virology, Bernhard Nocht Institute for Tropical Medicine, Bernhard-Nocht-Strasse 74, Hamburg 20359, Germany",NA,NA,NA,NA,NA,2011-08-13,"European",NA,"subdivision_missing"
"1009","JF331437","TV3-09-Tm",2009-11-02,2009.83561643836,"IT","Italy",NA,NA,NA,"Aves","Passeriformes","Turdus","merula",NA,452,"partial",NA,"Usutu virus isolate TV3-09-Tm NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1010","JF331436","RA-09-Tm",2009-11-02,2009.83561643836,"IT","Italy",NA,NA,NA,"Aves","Passeriformes","Turdus","merula",NA,452,"partial",NA,"Usutu virus isolate RA-09-Tm NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1011","JF331435","UD-09-Tm",2009-10-14,2009.78356164384,"IT","Italy",NA,NA,NA,"Aves","Passeriformes","Turdus","merula",NA,452,"partial",NA,"Usutu virus isolate UD-09-Tm NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1012","JF331434","MO-09-Hu",2009-10-23,2009.80821917808,"IT","Italy",NA,NA,NA,"Mammalia","Primates","Homo","sapiens",NA,452,"partial",NA,"Usutu virus isolate MO-09-Hu NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1013","JF331433","VE-09-Tm",2009-11-02,2009.83561643836,"IT","Italy",NA,NA,NA,"Aves","Passeriformes","Turdus","merula",NA,452,"partial",NA,"Usutu virus isolate VE-09-Tm NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1014","JF331432","TV1-09-Tm",2009-04-22,2009.30410958904,"IT","Italy",NA,NA,NA,"Aves","Passeriformes","Turdus","merula",NA,452,"partial",NA,"Usutu virus isolate TV1-09-Tm NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1015","JF331431","TV2-09-Tm",2009-10-14,2009.78356164384,"IT","Italy",NA,NA,NA,"Aves","Passeriformes","Turdus","merula",NA,452,"partial",NA,"Usutu virus isolate TV2-09-Tm NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1016","JF331430","PI-09-Cp",2009-11-02,2009.83561643836,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,452,"partial",NA,"Usutu virus isolate PI-09-Cp NS5 protein gene, partial cds",21550731,"Vet. Microbiol. 151 (3-4), 264-274 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (26-JAN-2011) Istituto G. Caporale, via Campo Boario, Teramo, TE 64100, Italy",NA,NA,NA,NA,NA,2011-07-18,"European","NS5","subdivision_missing"
"1017","HQ833022","HU10279_09",2009-01-01,2009,"ES","Spain",NA,NA,NA,"Insecta","Diptera","Culex","perexiguus",NA,1671,"partial",NA,"Usutu virus isolate HU10279_09 polyprotein gene, partial cds",21734145,"Am. J. Trop. Med. Hyg. 85 (1), 178-181 (2011)",NA,"rna",NA,NA,NA,NA,NA,"Submitted (28-DEC-2010) Centro Nacional Microbiologia, Instituto de Salud Carlos III, Carretera Pozuelo-Majadahonda km2, Majadahonda, Madrid 28220, Spain",NA,NA,NA,NA,NA,2011-07-12,"European",NA,"collection.date_resolution,subdivision_missing"
"1018","HM138718","USU-BO-10/2009",2009-07-29,2009.57260273973,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,266,"partial",NA,"Usutu virus isolate USU-BO-10/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1019","HM138717","USU-BO-9/2009",2009-07-22,2009.55342465753,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,265,"partial",NA,"Usutu virus isolate USU-BO-9/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1020","HM138716","USU-BO-8/2009",2009-09-02,2009.66849315068,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,242,"partial",NA,"Usutu virus isolate USU-BO-8/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1021","HM138715","USU-FE-1/2009",2009-07-17,2009.5397260274,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,265,"partial",NA,"Usutu virus isolate USU-FE-1/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1022","HM138714","USU-BO-7/2009",2009-07-15,2009.53424657534,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,266,"partial",NA,"Usutu virus isolate USU-BO-7/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1023","HM138713","USU-BO-6/2009",2009-07-08,2009.51506849315,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,263,"partial",NA,"Usutu virus isolate USU-BO-6/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1024","HM138712","USU-BO-5/2009",2009-07-08,2009.51506849315,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,263,"partial",NA,"Usutu virus isolate USU-BO-5/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1025","HM138711","USU-BO-4/2009",2009-07-08,2009.51506849315,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,263,"partial",NA,"Usutu virus isolate USU-BO-4/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1026","HM138710","USU-BO-3/2009",2009-07-08,2009.51506849315,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,263,"partial",NA,"Usutu virus isolate USU-BO-3/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1027","HM138709","USU-MO-1/2009",2009-09-09,2009.68767123288,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,233,"partial",NA,"Usutu virus isolate USU-MO-1/2009 NS5 protein-like gene, partial sequence",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1028","HM138708","USU-BO-2/2009",2009-07-29,2009.57260273973,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,265,"partial",NA,"Usutu virus isolate USU-BO-2/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
"1029","HM138707","USU-BO-1/2009",2009-07-29,2009.57260273973,"IT","Italy",NA,NA,NA,"Insecta","Diptera","Culex","pipiens",NA,264,"partial",NA,"Usutu virus isolate USU-BO-1/2009 NS5 protein gene, partial cds",NA,"Unpublished",NA,"rna",NA,NA,NA,NA,NA,"Submitted (21-APR-2010) Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, via Bianchi 9, Brescia, Italy",NA,NA,NA,NA,NA,2010-07-07,"European","NS5","subdivision_missing"
